formula,anon,label
"Fe: 2, O: 2, F: 3","elem_7694: 2, elem_9902: 2, elem_6130: 3",1
"Fe: 2, O: 3","elem_7694: 2, elem_9902: 3",0
"Fe: 2, S: 1","elem_7694: 2, elem_9062: 1",1
"Fe: 2, Te: 3","elem_7694: 2, elem_4345: 3",0
"Fe: 3, B: 1","elem_7694: 3, elem_8033: 1",1
"Fe: 3, N: 1","elem_7694: 3, elem_4922: 1",1
"Fe: 3, Si: 1","elem_7694: 3, elem_1995: 1",1
"Fe: 4, H: 15, I: 3, O: 24","elem_7694: 4, elem_9158: 15, elem_7655: 3, elem_9902: 24",0
"Fe: 4, O: 7, F: 1","elem_7694: 4, elem_9902: 7, elem_6130: 1",1
"Fe: 4, Si: 2, Sn: 7, O: 16","elem_7694: 4, elem_1995: 2, elem_8076: 7, elem_9902: 16",1
"Fe: 6, O: 7, F: 5","elem_7694: 6, elem_9902: 7, elem_6130: 5",1
"Fe: 6, W: 6, C: 1","elem_7694: 6, elem_7486: 6, elem_2375: 1",1
"Fe: 9, Co: 7","elem_7694: 9, elem_9394: 7",1
"Fe: 1, Ag: 3, C: 6, N: 6","elem_7694: 1, elem_3063: 3, elem_2375: 6, elem_4922: 6",1
"Fe: 1, Ag: 1, Se: 2","elem_7694: 1, elem_3063: 1, elem_7611: 2",0
"Fe: 1, Ag: 1, Te: 2","elem_7694: 1, elem_3063: 1, elem_4345: 2",0
"Fe: 1, As: 2, O: 7","elem_7694: 1, elem_2057: 2, elem_9902: 7",1
"Fe: 1, As: 1, S: 1","elem_7694: 1, elem_2057: 1, elem_9062: 1",0
"Fe: 1, As: 1, Se: 1","elem_7694: 1, elem_2057: 1, elem_7611: 1",0
"Fe: 1, Bi: 1, Se: 3, O: 9","elem_7694: 1, elem_9183: 1, elem_7611: 3, elem_9902: 9",0
"Fe: 1, Bi: 25, O: 39","elem_7694: 1, elem_9183: 25, elem_9902: 39",0
"Fe: 1, Co: 2, Si: 1","elem_7694: 1, elem_9394: 2, elem_1995: 1",1
"Fe: 1, Co: 1, As: 1","elem_7694: 1, elem_9394: 1, elem_2057: 1",1
"Fe: 1, Cu: 1, S: 2","elem_7694: 1, elem_1377: 1, elem_9062: 2",0
"Fe: 1, Cu: 1, Se: 2","elem_7694: 1, elem_1377: 1, elem_7611: 2",0
"Fe: 1, Cu: 1, Te: 2","elem_7694: 1, elem_1377: 1, elem_4345: 2",0
"Fe: 1, I: 2","elem_7694: 1, elem_7655: 2",0
"Fe: 1, O: 1, F: 1","elem_7694: 1, elem_9902: 1, elem_6130: 1",1
"Fe: 1, P: 1","elem_7694: 1, elem_4874: 1",1
"Fe: 1, P: 4","elem_7694: 1, elem_4874: 4",0
"Fe: 1, P: 1, S: 1","elem_7694: 1, elem_4874: 1, elem_9062: 1",0
"Fe: 1, Pd: 3","elem_7694: 1, elem_8322: 3",1
"Fe: 1, Rh: 1, O: 3","elem_7694: 1, elem_6928: 1, elem_9902: 3",1
"Fe: 1, Si: 2","elem_7694: 1, elem_1995: 2",0
"Fe: 1, Sn: 1","elem_7694: 1, elem_8076: 1",1
"Ga: 1, As: 0.1, P: 0.9","elem_6849: 1, elem_2057: 0.1, elem_4874: 0.9",0
"Ga: 0.0, Te: 1, Pb: 1.0","elem_6849: 0.0, elem_4345: 1, elem_5427: 1.0",0
"Ga: 0.01, Te: 1, Pb: 0.99","elem_6849: 0.01, elem_4345: 1, elem_5427: 0.99",0
"Ga: 0.01, Te: 1, Pb: 0.99","elem_6849: 0.01, elem_4345: 1, elem_5427: 0.99",0
"Ga: 0.04, Te: 1, Pb: 0.96","elem_6849: 0.04, elem_4345: 1, elem_5427: 0.96",0
"Ga: 0.07, Te: 1, Pb: 0.93","elem_6849: 0.07, elem_4345: 1, elem_5427: 0.93",0
"Ga: 0.95, Hg: 0.05, Sb: 0.95, Te: 0.05","elem_6849: 0.95, elem_7286: 0.05, elem_3476: 0.95, elem_4345: 0.05",0
"Ga: 0.99, Hg: 0.01, Sb: 0.99, Te: 0.01","elem_6849: 0.99, elem_7286: 0.01, elem_3476: 0.99, elem_4345: 0.01",0
"Ga: 0.9, Hg: 0.1, Sb: 0.9, Te: 0.1","elem_6849: 0.9, elem_7286: 0.1, elem_3476: 0.9, elem_4345: 0.1",0
"Ga: 1.0, Sb: 1.0, Se: 0.0","elem_6849: 1.0, elem_3476: 1.0, elem_7611: 0.0",0
"Ga: 1.0, Sb: 1.0, Te: 0.0","elem_6849: 1.0, elem_3476: 1.0, elem_4345: 0.0",0
"Ga: 1.0, Sb: 1.0, Se: 0.01","elem_6849: 1.0, elem_3476: 1.0, elem_7611: 0.01",0
"Ga: 1.0, Sb: 1.0, Te: 0.01","elem_6849: 1.0, elem_3476: 1.0, elem_4345: 0.01",0
"Ga: 1.0, Sb: 0.99, Se: 0.01","elem_6849: 1.0, elem_3476: 0.99, elem_7611: 0.01",0
"Ga: 1.0, Sb: 0.99, Te: 0.01","elem_6849: 1.0, elem_3476: 0.99, elem_4345: 0.01",0
"Ga: 1.01, Cu: 0.99, Se: 2.01","elem_6849: 1.01, elem_1377: 0.99, elem_7611: 2.01",0
"Ga: 1.01, Sb: 0.99, Se: 0.03","elem_6849: 1.01, elem_3476: 0.99, elem_7611: 0.03",0
"Ga: 1.01, Sb: 0.99, Te: 0.03","elem_6849: 1.01, elem_3476: 0.99, elem_4345: 0.03",0
"Ga: 1.02, Sb: 0.98, Se: 0.06","elem_6849: 1.02, elem_3476: 0.98, elem_7611: 0.06",0
"Ga: 1.02, Sb: 0.98, Te: 0.06","elem_6849: 1.02, elem_3476: 0.98, elem_4345: 0.06",0
"Ga: 1.05, Sb: 0.95, Se: 0.15","elem_6849: 1.05, elem_3476: 0.95, elem_7611: 0.15",0
"Ga: 1.05, Sb: 0.95, Te: 0.15","elem_6849: 1.05, elem_3476: 0.95, elem_4345: 0.15",0
"Ga: 1.1, Cu: 0.9, Se: 2.1","elem_6849: 1.1, elem_1377: 0.9, elem_7611: 2.1",0
"Ga: 1.1, Sb: 0.9, Se: 0.3","elem_6849: 1.1, elem_3476: 0.9, elem_7611: 0.3",0
"Ga: 1.1, Sb: 0.9, Te: 0.3","elem_6849: 1.1, elem_3476: 0.9, elem_4345: 0.3",0
"Ga: 1.2, Cu: 0.8, Se: 2.2","elem_6849: 1.2, elem_1377: 0.8, elem_7611: 2.2",0
"Ga: 1.5, Cu: 0.5, S: 2.5","elem_6849: 1.5, elem_1377: 0.5, elem_9062: 2.5",0
"Ga: 1.5, Cu: 0.5, Se: 2.5","elem_6849: 1.5, elem_1377: 0.5, elem_7611: 2.5",0
"Ga: 1.65, Cu: 0.35, S: 2.65","elem_6849: 1.65, elem_1377: 0.35, elem_9062: 2.65",0
"Ga: 1.65, Cu: 0.35, Se: 2.65","elem_6849: 1.65, elem_1377: 0.35, elem_7611: 2.65",0
"Ga: 1.6, Cu: 0.4, S: 2.6","elem_6849: 1.6, elem_1377: 0.4, elem_9062: 2.6",0
"Ga: 1.7, Cu: 0.3, S: 2.7","elem_6849: 1.7, elem_1377: 0.3, elem_9062: 2.7",0
"Ga: 1.85, Cu: 0.15, Se: 2.85","elem_6849: 1.85, elem_1377: 0.15, elem_7611: 2.85",0
"Ga: 1.8, Cu: 0.2, S: 2.8","elem_6849: 1.8, elem_1377: 0.2, elem_9062: 2.8",0
"Ga: 1.8, Cu: 0.2, Se: 2.8","elem_6849: 1.8, elem_1377: 0.2, elem_7611: 2.8",0
"Ga: 1.95, Cu: 0.05, S: 2.95","elem_6849: 1.95, elem_1377: 0.05, elem_9062: 2.95",0
"Ga: 1.95, Cu: 0.05, Se: 2.95","elem_6849: 1.95, elem_1377: 0.05, elem_7611: 2.95",0
"Ga: 1.99, Cu: 0.01, Se: 2.99","elem_6849: 1.99, elem_1377: 0.01, elem_7611: 2.99",0
"Ga: 1.9, Cu: 0.1, S: 2.9","elem_6849: 1.9, elem_1377: 0.1, elem_9062: 2.9",0
"Ga: 1, As: 0.01, P: 0.99","elem_6849: 1, elem_2057: 0.01, elem_4874: 0.99",0
"Ga: 1, As: 0.2, P: 0.8","elem_6849: 1, elem_2057: 0.2, elem_4874: 0.8",0
"Ga: 1, As: 0.3, P: 0.7","elem_6849: 1, elem_2057: 0.3, elem_4874: 0.7",0
"Ga: 1, As: 0.4, P: 0.6","elem_6849: 1, elem_2057: 0.4, elem_4874: 0.6",0
"Ga: 1, As: 0.5, P: 0.5","elem_6849: 1, elem_2057: 0.5, elem_4874: 0.5",0
"Ga: 1, As: 0.6, P: 0.4","elem_6849: 1, elem_2057: 0.6, elem_4874: 0.4",0
"Ga: 1, As: 0.7, P: 0.3","elem_6849: 1, elem_2057: 0.7, elem_4874: 0.3",0
"Ga: 1, As: 0.8, P: 0.2","elem_6849: 1, elem_2057: 0.8, elem_4874: 0.2",0
"Ga: 1, As: 0.99, P: 0.01","elem_6849: 1, elem_2057: 0.99, elem_4874: 0.01",0
"Ga: 1, As: 0.9, P: 0.1","elem_6849: 1, elem_2057: 0.9, elem_4874: 0.1",0
"Ga: 1, Sb: 0.01, As: 0.99","elem_6849: 1, elem_3476: 0.01, elem_2057: 0.99",0
"Ga: 1, Sb: 0.14, As: 0.86","elem_6849: 1, elem_3476: 0.14, elem_2057: 0.86",0
"Ga: 1, Sb: 0.25, As: 0.75","elem_6849: 1, elem_3476: 0.25, elem_2057: 0.75",0
"Ga: 1, Sb: 0.35, As: 0.65","elem_6849: 1, elem_3476: 0.35, elem_2057: 0.65",0
"Ga: 1, Sb: 0.3, As: 0.7","elem_6849: 1, elem_3476: 0.3, elem_2057: 0.7",0
"Ga: 1, Sb: 0.85, As: 0.15","elem_6849: 1, elem_3476: 0.85, elem_2057: 0.15",0
"Ga: 1, Sb: 0.8, As: 0.2","elem_6849: 1, elem_3476: 0.8, elem_2057: 0.2",0
"Ga: 1, Sb: 0.95, As: 0.05","elem_6849: 1, elem_3476: 0.95, elem_2057: 0.05",0
"Ga: 1, Sb: 0.99, As: 0.01","elem_6849: 1, elem_3476: 0.99, elem_2057: 0.01",0
"Ga: 2, Te: 3, O: 9","elem_6849: 2, elem_4345: 3, elem_9902: 9",0
"Ga: 2, Cu: 1, S: 3.5","elem_6849: 2, elem_1377: 1, elem_9062: 3.5",0
"Ga: 2, Cu: 1, Se: 4","elem_6849: 2, elem_1377: 1, elem_7611: 4",0
"Ga: 2, Ge: 1, Pb: 1, Se: 6","elem_6849: 2, elem_6419: 1, elem_5427: 1, elem_7611: 6",0
"Ga: 2, Ge: 1, Te: 3","elem_6849: 2, elem_6419: 1, elem_4345: 3",0
"Ga: 2, Hg: 1, S: 4","elem_6849: 2, elem_7286: 1, elem_9062: 4",0
"Ga: 2, Hg: 1, Se: 4","elem_6849: 2, elem_7286: 1, elem_7611: 4",0
"Ga: 2, Ni: 1, S: 4","elem_6849: 2, elem_7611: 1, elem_9062: 4",1
"Ga: 2, O: 3","elem_6849: 2, elem_9902: 3",0
"Ga: 2, Pb: 1, S: 4","elem_6849: 2, elem_5427: 1, elem_9062: 4",0
"Ga: 2, Pb: 1, Se: 4","elem_6849: 2, elem_5427: 1, elem_7611: 4",0
"Ga: 2, S: 3","elem_6849: 2, elem_9062: 3",0
"Ga: 2, Se: 2, O: 7","elem_6849: 2, elem_7611: 2, elem_9902: 7",0
"Ga: 2, Se: 3","elem_6849: 2, elem_7611: 3",0
"Ga: 2, Si: 1, Ag: 2, S: 6","elem_6849: 2, elem_1995: 1, elem_3063: 2, elem_9062: 6",0
"Ga: 2, Si: 1, Pb: 1, Se: 6","elem_6849: 2, elem_1995: 1, elem_5427: 1, elem_7611: 6",0
"Ga: 2, Sn: 1, Ge: 1, S: 6","elem_6849: 2, elem_8076: 1, elem_6419: 1, elem_9062: 6",0
"Ga: 2, Te: 3","elem_6849: 2, elem_4345: 3",0
"Ga: 3, Cu: 1, Se: 5","elem_6849: 3, elem_1377: 1, elem_7611: 5",0
"Ga: 3, Cu: 1, Te: 5","elem_6849: 3, elem_1377: 1, elem_4345: 5",0
"Ga: 3, Pt: 2","elem_6849: 3, elem_4859: 2",1
"Ga: 3, Si: 1, Ag: 3, Se: 8","elem_6849: 3, elem_1995: 1, elem_3063: 3, elem_7611: 8",0
"Ga: 4, Cu: 2, Te: 7","elem_6849: 4, elem_1377: 2, elem_4345: 7",0
"Ga: 4, Pb: 1, S: 7","elem_6849: 4, elem_5427: 1, elem_9062: 7",0
"Ga: 4, Sn: 1, S: 7","elem_6849: 4, elem_8076: 1, elem_9062: 7",0
"Ga: 4, Sn: 1, Se: 7","elem_6849: 4, elem_8076: 1, elem_7611: 7",0
"Ga: 5, Ge: 1, Pb: 4, S: 12","elem_6849: 5, elem_6419: 1, elem_5427: 4, elem_9062: 12",0
"Ga: 5, Ge: 1, Pb: 4, Se: 12","elem_6849: 5, elem_6419: 1, elem_5427: 4, elem_7611: 12",0
"Ga: 5, Pd: 13","elem_6849: 5, elem_8322: 13",1
"Ga: 8, Cu: 3, Mo: 2","elem_6849: 8, elem_1377: 3, elem_3373: 2",1
"Ga: 9, Rh: 2","elem_6849: 9, elem_6928: 2",1
"Ga: 1, Ag: 1, Ge: 3, Se: 8","elem_6849: 1, elem_3063: 1, elem_6419: 3, elem_7611: 8",0
"Ga: 1, Ag: 1, Ge: 5, Se: 12","elem_6849: 1, elem_3063: 1, elem_6419: 5, elem_7611: 12",0
"Ga: 1, Ag: 1, Ge: 1, S: 4","elem_6849: 1, elem_3063: 1, elem_6419: 1, elem_9062: 4",0
"Ga: 1, Ag: 1, O: 2","elem_6849: 1, elem_3063: 1, elem_9902: 2",0
"Ga: 1, Ag: 1, S: 2","elem_6849: 1, elem_3063: 1, elem_9062: 2",0
"Ga: 1, Ag: 1, Se: 2","elem_6849: 1, elem_3063: 1, elem_7611: 2",0
"Ga: 1, Ag: 1, Te: 2","elem_6849: 1, elem_3063: 1, elem_4345: 2",0
"Ga: 1, As: 1","elem_6849: 1, elem_2057: 1",0
"Ga: 1, As: 2, W: 1","elem_6849: 1, elem_2057: 2, elem_7486: 1",1
"Ga: 1, Bi: 1","elem_6849: 1, elem_9183: 1",0
"Ga: 1, Bi: 25, O: 39","elem_6849: 1, elem_9183: 25, elem_9902: 39",0
"Ga: 1, Cu: 1, Ge: 1, Se: 4","elem_6849: 1, elem_1377: 1, elem_6419: 1, elem_7611: 4",0
"Ga: 1, Cu: 1, O: 2","elem_6849: 1, elem_1377: 1, elem_9902: 2",0
"Ga: 1, Cu: 1, S: 2","elem_6849: 1, elem_1377: 1, elem_9062: 2",0
"Ga: 1, Cu: 1, Se: 2","elem_6849: 1, elem_1377: 1, elem_7611: 2",0
"Ga: 1, Cu: 1, Te: 2","elem_6849: 1, elem_1377: 1, elem_4345: 2",0
"Ga: 1, Fe: 3","elem_6849: 1, elem_7694: 3",1
"Ga: 1, Fe: 1, Ni: 2","elem_6849: 1, elem_7694: 1, elem_7611: 2",1
"Ga: 1, Ge: 1, Te: 1","elem_6849: 1, elem_6419: 1, elem_4345: 1",0
"Ga: 1, H: 1, Se: 1, O: 4","elem_6849: 1, elem_9158: 1, elem_7611: 1, elem_9902: 4",0
"Ga: 1, N: 1","elem_6849: 1, elem_4922: 1",0
"Ga: 1, P: 1","elem_6849: 1, elem_4874: 1",0
"Ga: 1, S: 1","elem_6849: 1, elem_9062: 1",0
"Ga: 1, Sb: 1","elem_6849: 1, elem_3476: 1",0
"Ga: 1, Se: 1","elem_6849: 1, elem_7611: 1",0
"Ga: 1, Si: 1, Ag: 1, Se: 4","elem_6849: 1, elem_1995: 1, elem_3063: 1, elem_7611: 4",0
"Ga: 1, Si: 1, Ru: 2","elem_6849: 1, elem_1995: 1, elem_9197: 2",1
"Ga: 1, Tc: 1","elem_6849: 1, elem_3775: 1",0
"Ga: 1, Tc: 2, W: 1","elem_6849: 1, elem_3775: 2, elem_7486: 1",1
"Ga: 1, Te: 1","elem_6849: 1, elem_4345: 1",0
"Gd: 1, Cu: 3, S: 3","elem_7691: 1, elem_1377: 3, elem_9062: 3",0
"Gd: 1, Cu: 3, Se: 3","elem_7691: 1, elem_1377: 3, elem_7611: 3",0
"Gd: 1, Cu: 3, Te: 3","elem_7691: 1, elem_1377: 3, elem_4345: 3",0
"Gd: 1, In: 3, S: 6","elem_7691: 1, elem_2476: 3, elem_9062: 6",0
"Gd: 1, Ni: 2, Ge: 2","elem_7691: 1, elem_7611: 2, elem_6419: 2",1
"Gd: 1, Si: 2, Ru: 2","elem_7691: 1, elem_1995: 2, elem_9197: 2",1
"Gd: 1.05, Sc: 0.95, Se: 3","elem_7691: 1.05, elem_1684: 0.95, elem_7611: 3",0
"Gd: 1.47, Mn: 2.04, In: 0.49, S: 5","elem_7691: 1.47, elem_1223: 2.04, elem_2476: 0.49, elem_9062: 5",0
"Gd: 1.87, Lu: 2.13, Se: 6","elem_7691: 1.87, elem_2196: 2.13, elem_7611: 6",0
"Gd: 1, Mn: 1.95, In: 1.05, S: 5","elem_7691: 1, elem_1223: 1.95, elem_2476: 1.05, elem_9062: 5",0
"Gd: 2, Mo: 3, O: 12","elem_7691: 2, elem_3373: 3, elem_9902: 12",0
"Gd: 2, Zn: 6, Ge: 3","elem_7691: 2, elem_7038: 6, elem_6419: 3",1
"Gd: 2, Al: 1, Co: 2","elem_7691: 2, elem_3486: 1, elem_9394: 2",1
"Gd: 2, Mn: 4, S: 7","elem_7691: 2, elem_1223: 4, elem_9062: 7",0
"Gd: 2, O: 3","elem_7691: 2, elem_9902: 3",0
"Gd: 2, S: 3","elem_7691: 2, elem_9062: 3",0
"Gd: 2, Se: 3","elem_7691: 2, elem_7611: 3",0
"Gd: 2, Te: 3","elem_7691: 2, elem_4345: 3",0
"Gd: 2, Zn: 17","elem_7691: 2, elem_7038: 17",1
"Gd: 2, Zr: 1, S: 5","elem_7691: 2, elem_5500: 1, elem_9062: 5",0
"Gd: 3, Al: 2, Ni: 6","elem_7691: 3, elem_3486: 2, elem_7611: 6",1
"Gd: 3.04, Sc: 0.96, S: 6","elem_7691: 3.04, elem_1684: 0.96, elem_9062: 6",0
"Gd: 3, Al: 0.74, Si: 0.7, S: 7","elem_7691: 3, elem_3486: 0.74, elem_1995: 0.7, elem_9062: 7",0
"Gd: 3, Al: 7, Ag: 2","elem_7691: 3, elem_3486: 7, elem_3063: 2",1
"Gd: 3, Co: 11, B: 4","elem_7691: 3, elem_9394: 11, elem_8033: 4",1
"Gd: 3, Re: 1, O: 7","elem_7691: 3, elem_3031: 1, elem_9902: 7",1
"Gd: 3, S: 4","elem_7691: 3, elem_9062: 4",1
"Gd: 4, Ga: 1, Sb: 1, S: 9","elem_7691: 4, elem_6849: 1, elem_3476: 1, elem_9062: 9",0
"Gd: 6, Ge: 2.5, S: 14","elem_7691: 6, elem_6419: 2.5, elem_9062: 14",0
"Gd: 6, Ta: 4, Al: 43","elem_7691: 6, elem_7584: 4, elem_3486: 43",1
"Gd: 1, As: 1","elem_7691: 1, elem_2057: 1",0
"Gd: 1, B: 1, Sb: 2, O: 8","elem_7691: 1, elem_8033: 1, elem_3476: 2, elem_9902: 8",0
"Gd: 1, B: 6","elem_7691: 1, elem_8033: 6",0
"Gd: 1, B: 66","elem_7691: 1, elem_8033: 66",0
"Gd: 1, Cd: 2","elem_7691: 1, elem_1400: 2",1
"Gd: 1, Cd: 4, B: 3, O: 10","elem_7691: 1, elem_1400: 4, elem_8033: 3, elem_9902: 10",0
"Gd: 1, Ge: 1, Ru: 1","elem_7691: 1, elem_6419: 1, elem_9197: 1",1
"Gd: 1, H: 2, N: 1, O: 5","elem_7691: 1, elem_9158: 2, elem_4922: 1, elem_9902: 5",0
"Gd: 1, In: 1, Ir: 1","elem_7691: 1, elem_2476: 1, elem_7311: 1",1
"Gd: 1, N: 1","elem_7691: 1, elem_4922: 1",0
"Gd: 1, Ni: 1, O: 3","elem_7691: 1, elem_7611: 1, elem_9902: 3",1
"Gd: 1, O: 2","elem_7691: 1, elem_9902: 2",1
"Gd: 1, Pb: 1, Au: 1","elem_7691: 1, elem_5427: 1, elem_4442: 1",1
"Gd: 1, Sb: 1","elem_7691: 1, elem_3476: 1",1
"Gd: 1, Sb: 1, Pd: 1","elem_7691: 1, elem_3476: 1, elem_8322: 1",1
"Gd: 1, Sc: 1, S: 3","elem_7691: 1, elem_1684: 1, elem_9062: 3",0
"Gd: 1, Se: 2","elem_7691: 1, elem_7611: 2",1
"Gd: 1, Te: 1","elem_7691: 1, elem_4345: 1",0
"Gd: 1, Zn: 1","elem_7691: 1, elem_7038: 1",1
"Gd: 1, Zn: 1, In: 1","elem_7691: 1, elem_7038: 1, elem_2476: 1",1
"Ge: 1, Bi: 12, O: 20","elem_6419: 1, elem_9183: 12, elem_9902: 20",0
"Ge: 1, Se: 2, O: 6","elem_6419: 1, elem_7611: 2, elem_9902: 6",0
"Ge: 1, W: 6, O: 18","elem_6419: 1, elem_7486: 6, elem_9902: 18",1
"Ge: 0.01, Pb: 0.99, Se: 1","elem_6419: 0.01, elem_5427: 0.99, elem_7611: 1",0
"Ge: 0.01, Te: 0.01, Pb: 0.99, Se: 0.99","elem_6419: 0.01, elem_4345: 0.01, elem_5427: 0.99, elem_7611: 0.99",0
"Ge: 0.01, Te: 0.99, Pb: 0.99, S: 0.01","elem_6419: 0.01, elem_4345: 0.99, elem_5427: 0.99, elem_9062: 0.01",0
"Ge: 0.01, Te: 1, Pb: 0.99","elem_6419: 0.01, elem_4345: 1, elem_5427: 0.99",0
"Ge: 0.02, Te: 0.98, Pb: 0.98, S: 0.02","elem_6419: 0.02, elem_4345: 0.98, elem_5427: 0.98, elem_9062: 0.02",0
"Ge: 0.03, Pb: 0.97, Se: 0.97, S: 0.03","elem_6419: 0.03, elem_5427: 0.97, elem_7611: 0.97, elem_9062: 0.03",0
"Ge: 0.05, Pb: 0.95, Se: 0.95, S: 0.05","elem_6419: 0.05, elem_5427: 0.95, elem_7611: 0.95, elem_9062: 0.05",0
"Ge: 0.05, Pb: 0.95, Se: 1","elem_6419: 0.05, elem_5427: 0.95, elem_7611: 1",0
"Ge: 0.05, Te: 0.95, Pb: 0.95, S: 0.05","elem_6419: 0.05, elem_4345: 0.95, elem_5427: 0.95, elem_9062: 0.05",0
"Ge: 0.05, Te: 1, Pb: 0.95","elem_6419: 0.05, elem_4345: 1, elem_5427: 0.95",0
"Ge: 0.06, Te: 0.06, Pb: 0.94, Se: 0.94","elem_6419: 0.06, elem_4345: 0.06, elem_5427: 0.94, elem_7611: 0.94",0
"Ge: 0.15, Pb: 0.85, Se: 0.85, S: 0.15","elem_6419: 0.15, elem_5427: 0.85, elem_7611: 0.85, elem_9062: 0.15",0
"Ge: 0.15, Te: 0.15, Pb: 0.85, Se: 0.85","elem_6419: 0.15, elem_4345: 0.15, elem_5427: 0.85, elem_7611: 0.85",0
"Ge: 0.15, Te: 1, Pb: 0.85","elem_6419: 0.15, elem_4345: 1, elem_5427: 0.85",0
"Ge: 0.1, Pb: 0.9, Se: 0.9, S: 0.1","elem_6419: 0.1, elem_5427: 0.9, elem_7611: 0.9, elem_9062: 0.1",0
"Ge: 0.1, Pb: 0.9, Se: 1","elem_6419: 0.1, elem_5427: 0.9, elem_7611: 1",0
"Ge: 0.1, Te: 1, Pb: 0.9","elem_6419: 0.1, elem_4345: 1, elem_5427: 0.9",0
"Ge: 0.25, Te: 1, Pb: 0.75","elem_6419: 0.25, elem_4345: 1, elem_5427: 0.75",0
"Ge: 0.2, Pb: 0.8, Se: 1","elem_6419: 0.2, elem_5427: 0.8, elem_7611: 1",0
"Ge: 0.2, Te: 0.2, Pb: 0.8, Se: 0.8","elem_6419: 0.2, elem_4345: 0.2, elem_5427: 0.8, elem_7611: 0.8",0
"Ge: 0.2, Te: 1, Pb: 0.8","elem_6419: 0.2, elem_4345: 1, elem_5427: 0.8",0
"Ge: 0.39, Te: 1, Pb: 0.61","elem_6419: 0.39, elem_4345: 1, elem_5427: 0.61",0
"Ge: 0.3, Pb: 0.7, Se: 1","elem_6419: 0.3, elem_5427: 0.7, elem_7611: 1",0
"Ge: 0.3, Te: 1, Pb: 0.7","elem_6419: 0.3, elem_4345: 1, elem_5427: 0.7",0
"Ge: 0.41, Te: 1, Pb: 0.59","elem_6419: 0.41, elem_4345: 1, elem_5427: 0.59",0
"Ge: 0.4, Te: 1, Pb: 0.6","elem_6419: 0.4, elem_4345: 1, elem_5427: 0.6",0
"Ge: 2, Os: 1","elem_6419: 2, elem_4043: 1",1
"Ge: 2, Sb: 2, Te: 5","elem_6419: 2, elem_3476: 2, elem_4345: 5",0
"Ge: 3, Bi: 3, O: 10.5","elem_6419: 3, elem_9183: 3, elem_9902: 10.5",0
"Ge: 3, Ru: 2","elem_6419: 3, elem_9197: 2",0
"Ge: 3, Sb: 1","elem_6419: 3, elem_3476: 1",1
"Ge: 40, Te: 5.3, I: 8","elem_6419: 40, elem_4345: 5.3, elem_7655: 8",0
"Ge: 5, Te: 8, As: 2","elem_6419: 5, elem_4345: 8, elem_2057: 2",1
"Ge: 1, As: 1","elem_6419: 1, elem_2057: 1",0
"Ge: 1, As: 2","elem_6419: 1, elem_2057: 2",0
"Ge: 1, As: 3","elem_6419: 1, elem_2057: 3",1
"Ge: 1, I: 2","elem_6419: 1, elem_7655: 2",0
"Ge: 1, O: 2","elem_6419: 1, elem_9902: 2",0
"Ge: 1, P: 1","elem_6419: 1, elem_4874: 1",0
"Ge: 1, Pb: 2, Se: 4, O: 12","elem_6419: 1, elem_5427: 2, elem_7611: 4, elem_9902: 12",0
"Ge: 1, Pb: 1, S: 3","elem_6419: 1, elem_5427: 1, elem_9062: 3",0
"Ge: 1, Pt: 2","elem_6419: 1, elem_4859: 2",1
"Ge: 1, Rh: 1","elem_6419: 1, elem_6928: 1",1
"Ge: 1, S: 1","elem_6419: 1, elem_9062: 1",0
"Ge: 1, S: 2","elem_6419: 1, elem_9062: 2",0
"Ge: 1, Se: 1","elem_6419: 1, elem_7611: 1",0
"Ge: 1, Se: 2","elem_6419: 1, elem_7611: 2",0
"Ge: 1, Te: 2","elem_6419: 1, elem_4345: 2",0
"H: 2, Se: 1","elem_9158: 2, elem_7611: 1",1
"H: 6, Pt: 1, I: 6, O: 20","elem_9158: 6, elem_4859: 1, elem_7655: 6, elem_9902: 20",0
"H: 7, Se: 2, N: 1, O: 6","elem_9158: 7, elem_7611: 2, elem_4922: 1, elem_9902: 6",0
"H: 1, Pb: 1, I: 3","elem_9158: 1, elem_5427: 1, elem_7655: 3",1
"Hf: 1, Co: 2, Si: 2","elem_7483: 1, elem_9394: 2, elem_1995: 2",1
"Hf: 1, Cu: 2, P: 2","elem_7483: 1, elem_1377: 2, elem_4874: 2",1
"Hf: 1, V: 2, Ga: 4","elem_7483: 1, elem_4182: 2, elem_6849: 4",1
"Hf: 1, V: 2, H: 4","elem_7483: 1, elem_4182: 2, elem_9158: 4",1
"Hf: 2, Al: 3, C: 4","elem_7483: 2, elem_3486: 3, elem_2375: 4",1
"Hf: 2, Co: 4, P: 3","elem_7483: 2, elem_9394: 4, elem_4874: 3",1
"Hf: 2, Fe: 1","elem_7483: 2, elem_7694: 1",1
"Hf: 2, Ge: 1","elem_7483: 2, elem_6419: 1",1
"Hf: 2, Hg: 1","elem_7483: 2, elem_7286: 1",1
"Hf: 2, Mn: 1, Ir: 1","elem_7483: 2, elem_1223: 1, elem_7311: 1",1
"Hf: 2, Ni: 1","elem_7483: 2, elem_7611: 1",1
"Hf: 2, Os: 1, Pd: 1","elem_7483: 2, elem_4043: 1, elem_8322: 1",1
"Hf: 2, Re: 1, Rh: 1","elem_7483: 2, elem_3031: 1, elem_6928: 1",1
"Hf: 2, S: 1","elem_7483: 2, elem_9062: 1",1
