text_name,text_anon,label
Protein A: STAT6 ; Protein B: STAT5A,Protein A: PROT_1606 ; Protein B: PROT_1203,1
Protein A: RPL4 ; Protein B: SNCA,Protein A: PROT_1613 ; Protein B: PROT_2658,0
Protein A: CHMP6 ; Protein B: PDCD6IP,Protein A: PROT_0926 ; Protein B: PROT_2027,1
Protein A: DIMT1 ; Protein B: MAGOHB,Protein A: PROT_1317 ; Protein B: PROT_2992,0
Protein A: NOTCH1 ; Protein B: DNMT1,Protein A: PROT_3323 ; Protein B: PROT_0896,0
Protein A: RNF103-CHMP3 ; Protein B: CHMP4A,Protein A: PROT_2015 ; Protein B: PROT_0215,1
Protein A: ZP4 ; Protein B: MCM6,Protein A: PROT_3424 ; Protein B: PROT_0511,0
Protein A: SLCO1B1 ; Protein B: PLCD4,Protein A: PROT_0901 ; Protein B: PROT_2833,0
Protein A: SOCS4 ; Protein B: IRS1,Protein A: PROT_2451 ; Protein B: PROT_0470,1
Protein A: GNL3 ; Protein B: MCRS1,Protein A: PROT_2761 ; Protein B: PROT_1334,0
Protein A: GNB1 ; Protein B: MT-ND5,Protein A: PROT_0267 ; Protein B: PROT_2094,0
Protein A: TMEM214 ; Protein B: EXD2,Protein A: PROT_0037 ; Protein B: PROT_1646,1
Protein A: CDC42 ; Protein B: RPL12,Protein A: PROT_1231 ; Protein B: PROT_2519,0
Protein A: KAT2B ; Protein B: H4C6,Protein A: PROT_0039 ; Protein B: PROT_2947,1
Protein A: PSMB4 ; Protein B: ALDOB,Protein A: PROT_0998 ; Protein B: PROT_2431,0
Protein A: OGDHL ; Protein B: DLAT,Protein A: PROT_0291 ; Protein B: PROT_1753,1
Protein A: UQCRC1 ; Protein B: NDUFS3,Protein A: PROT_2710 ; Protein B: PROT_1995,1
Protein A: MTA3 ; Protein B: CHD4,Protein A: PROT_1908 ; Protein B: PROT_1581,1
Protein A: GRB2 ; Protein B: MPDZ,Protein A: PROT_1193 ; Protein B: PROT_3442,0
Protein A: NEDD8 ; Protein B: ABRAXAS1,Protein A: PROT_1220 ; Protein B: PROT_0880,0
Protein A: RPL30 ; Protein B: UBE2D2,Protein A: PROT_3223 ; Protein B: PROT_0876,0
Protein A: C8G ; Protein B: UTP14C,Protein A: PROT_3221 ; Protein B: PROT_0870,0
Protein A: CCNB2 ; Protein B: CDK1,Protein A: PROT_0402 ; Protein B: PROT_3175,1
Protein A: PIK3R3 ; Protein B: PIK3C2B,Protein A: PROT_2216 ; Protein B: PROT_2269,1
Protein A: RPL11 ; Protein B: HSPBP1,Protein A: PROT_0169 ; Protein B: PROT_1926,1
Protein A: SMAD2 ; Protein B: NR1I3,Protein A: PROT_2600 ; Protein B: PROT_2092,0
Protein A: DNTTIP2 ; Protein B: RPS15A,Protein A: PROT_1284 ; Protein B: PROT_0034,1
Protein A: NSFL1C ; Protein B: RPL34,Protein A: PROT_0902 ; Protein B: PROT_2542,0
Protein A: MDC1 ; Protein B: WDR5B,Protein A: PROT_0052 ; Protein B: PROT_0273,0
Protein A: MRPL33 ; Protein B: RPL10A,Protein A: PROT_2043 ; Protein B: PROT_1143,1
Protein A: PAK3 ; Protein B: ARHGEF7,Protein A: PROT_0656 ; Protein B: PROT_0659,1
Protein A: IVD ; Protein B: MRPL20,Protein A: PROT_0168 ; Protein B: PROT_0893,0
Protein A: RPS3A ; Protein B: CD33,Protein A: PROT_1403 ; Protein B: PROT_0424,0
Protein A: EIF3E ; Protein B: RPS5,Protein A: PROT_0347 ; Protein B: PROT_3105,1
Protein A: FZD3 ; Protein B: RORC,Protein A: PROT_2514 ; Protein B: PROT_2175,0
Protein A: GDA ; Protein B: LCAT,Protein A: PROT_0966 ; Protein B: PROT_2554,0
Protein A: TAP2 ; Protein B: EEF2,Protein A: PROT_2645 ; Protein B: PROT_1651,0
Protein A: GOLGB1 ; Protein B: H3C13,Protein A: PROT_1457 ; Protein B: PROT_0712,0
Protein A: ZAP70 ; Protein B: ATP6V0E2,Protein A: PROT_2944 ; Protein B: PROT_3164,0
Protein A: SF3A1 ; Protein B: PRPF40A,Protein A: PROT_3174 ; Protein B: PROT_3023,1
Protein A: PIK3R1 ; Protein B: HK1,Protein A: PROT_1418 ; Protein B: PROT_2331,0
Protein A: DAPK1 ; Protein B: BECN2,Protein A: PROT_1044 ; Protein B: PROT_2178,1
Protein A: H4-16 ; Protein B: GMPPA,Protein A: PROT_0833 ; Protein B: PROT_0843,0
Protein A: CHTF18 ; Protein B: RPL41,Protein A: PROT_2473 ; Protein B: PROT_0431,0
Protein A: PABPC1 ; Protein B: PAIP2,Protein A: PROT_1762 ; Protein B: PROT_2802,1
Protein A: OGDH ; Protein B: GOT2,Protein A: PROT_1883 ; Protein B: PROT_1239,1
Protein A: CYP51A1 ; Protein B: SREBF2,Protein A: PROT_2697 ; Protein B: PROT_0149,1
Protein A: ELOB ; Protein B: CISH,Protein A: PROT_2674 ; Protein B: PROT_0691,1
Protein A: H2BC13 ; Protein B: H4C6,Protein A: PROT_1131 ; Protein B: PROT_2947,1
Protein A: NOL10 ; Protein B: LCE1A,Protein A: PROT_3086 ; Protein B: PROT_0625,0
Protein A: FTSJ3 ; Protein B: DDX54,Protein A: PROT_3378 ; Protein B: PROT_1463,1
Protein A: SEC13 ; Protein B: RBM42,Protein A: PROT_3104 ; Protein B: PROT_0835,0
Protein A: FCF1 ; Protein B: PSMB1,Protein A: PROT_2325 ; Protein B: PROT_3410,0
Protein A: MT-CO2 ; Protein B: IFIT1,Protein A: PROT_2967 ; Protein B: PROT_2376,0
Protein A: L3MBTL1 ; Protein B: H4C13,Protein A: PROT_1536 ; Protein B: PROT_2183,1
Protein A: VAPA ; Protein B: PITPNM1,Protein A: PROT_2807 ; Protein B: PROT_1406,1
Protein A: CDK1 ; Protein B: ITGAL,Protein A: PROT_3175 ; Protein B: PROT_1772,0
Protein A: SNW1 ; Protein B: PPIL1,Protein A: PROT_1503 ; Protein B: PROT_2743,1
Protein A: PSMD2 ; Protein B: CSF3,Protein A: PROT_0618 ; Protein B: PROT_2367,1
Protein A: ALPI ; Protein B: PTS,Protein A: PROT_2383 ; Protein B: PROT_0854,1
Protein A: SNU13 ; Protein B: WDR36,Protein A: PROT_1844 ; Protein B: PROT_1413,1
Protein A: DPP4 ; Protein B: H3-5,Protein A: PROT_2113 ; Protein B: PROT_2334,0
Protein A: SERBP1 ; Protein B: RPS4X,Protein A: PROT_0871 ; Protein B: PROT_1048,1
Protein A: RPS14 ; Protein B: RPL10,Protein A: PROT_2696 ; Protein B: PROT_2108,1
Protein A: TAF5L ; Protein B: MC1R,Protein A: PROT_2667 ; Protein B: PROT_1086,0
Protein A: UGT2B7 ; Protein B: CYP1A2,Protein A: PROT_2347 ; Protein B: PROT_1488,1
Protein A: GAK ; Protein B: MRPL11,Protein A: PROT_2789 ; Protein B: PROT_0221,0
Protein A: MAD2L1 ; Protein B: CETN2,Protein A: PROT_1864 ; Protein B: PROT_0963,1
Protein A: MRPL1 ; Protein B: DDX46,Protein A: PROT_0260 ; Protein B: PROT_2411,0
Protein A: SNX6 ; Protein B: INPP1,Protein A: PROT_1602 ; Protein B: PROT_1425,0
Protein A: SYT2 ; Protein B: RAET1G,Protein A: PROT_1790 ; Protein B: PROT_1199,0
Protein A: MRPS25 ; Protein B: SRP68,Protein A: PROT_1453 ; Protein B: PROT_2164,0
Protein A: HNRNPK ; Protein B: ATP6V1G3,Protein A: PROT_1444 ; Protein B: PROT_1400,0
Protein A: UQCR10 ; Protein B: NDUFA5,Protein A: PROT_2099 ; Protein B: PROT_2256,1
Protein A: HMGN1 ; Protein B: H3C8,Protein A: PROT_1494 ; Protein B: PROT_1903,0
Protein A: CLSPN ; Protein B: HIF3A,Protein A: PROT_3328 ; Protein B: PROT_2716,0
Protein A: FAU ; Protein B: RPL18A,Protein A: PROT_1797 ; Protein B: PROT_2292,1
Protein A: DHX15 ; Protein B: TNFRSF1A,Protein A: PROT_0645 ; Protein B: PROT_1639,0
Protein A: USE1 ; Protein B: UTP14C,Protein A: PROT_1235 ; Protein B: PROT_0870,0
Protein A: TAF12 ; Protein B: MAX,Protein A: PROT_3075 ; Protein B: PROT_2867,0
Protein A: DDC ; Protein B: TPH1,Protein A: PROT_3234 ; Protein B: PROT_0192,1
Protein A: HTT ; Protein B: SP1,Protein A: PROT_2195 ; Protein B: PROT_1524,1
Protein A: KIF2C ; Protein B: SGO2,Protein A: PROT_1838 ; Protein B: PROT_0451,1
Protein A: CDC5L ; Protein B: SUCLG1,Protein A: PROT_1888 ; Protein B: PROT_2616,0
Protein A: MRPS7 ; Protein B: hCG_1984214,Protein A: PROT_2868 ; Protein B: PROT_0285,1
Protein A: NDUFB7 ; Protein B: IRS1,Protein A: PROT_2977 ; Protein B: PROT_0470,0
Protein A: NDUFV1 ; Protein B: MT-ND2,Protein A: PROT_2960 ; Protein B: PROT_1986,1
Protein A: VPS37A ; Protein B: HGS,Protein A: PROT_1394 ; Protein B: PROT_1775,1
Protein A: PSMA2 ; Protein B: RRM2B,Protein A: PROT_0859 ; Protein B: PROT_0231,0
Protein A: H2BC12 ; Protein B: ETF1,Protein A: PROT_1384 ; Protein B: PROT_2724,0
Protein A: WWTR1 ; Protein B: PPP2R2A,Protein A: PROT_0804 ; Protein B: PROT_2633,1
Protein A: MRPS10 ; Protein B: ITSN2,Protein A: PROT_2551 ; Protein B: PROT_2656,0
Protein A: ABO ; Protein B: FUT6,Protein A: PROT_2700 ; Protein B: PROT_2635,1
Protein A: PKN3 ; Protein B: PDPK1,Protein A: PROT_2613 ; Protein B: PROT_2497,1
Protein A: PC ; Protein B: IL6,Protein A: PROT_2604 ; Protein B: PROT_0334,0
Protein A: SNRPB2 ; Protein B: IRF9,Protein A: PROT_1609 ; Protein B: PROT_3163,0
Protein A: RPS5 ; Protein B: RRP7A,Protein A: PROT_3105 ; Protein B: PROT_2460,1
Protein A: NOD1 ; Protein B: RIPK2,Protein A: PROT_1993 ; Protein B: PROT_1657,1
Protein A: MAP1LC3B ; Protein B: RPL39L,Protein A: PROT_1119 ; Protein B: PROT_0467,0
Protein A: KRR1 ; Protein B: OTOA,Protein A: PROT_2187 ; Protein B: PROT_0748,0
Protein A: SEPTIN1 ; Protein B: CTNNB1,Protein A: PROT_2417 ; Protein B: PROT_0581,0
Protein A: TUBGCP5 ; Protein B: COX5A,Protein A: PROT_1918 ; Protein B: PROT_2096,0
Protein A: COQ4 ; Protein B: E2F4,Protein A: PROT_1944 ; Protein B: PROT_1523,0
Protein A: RELA ; Protein B: CYP17A1,Protein A: PROT_1792 ; Protein B: PROT_1855,0
Protein A: SKA3 ; Protein B: DCC,Protein A: PROT_1270 ; Protein B: PROT_0805,0
Protein A: SERPINC1 ; Protein B: F10,Protein A: PROT_1018 ; Protein B: PROT_0217,1
Protein A: UQCRB ; Protein B: COA6,Protein A: PROT_2384 ; Protein B: PROT_0756,1
Protein A: RSRC1 ; Protein B: RPS27A,Protein A: PROT_1088 ; Protein B: PROT_1145,1
Protein A: NPHS1 ; Protein B: GJB1,Protein A: PROT_0761 ; Protein B: PROT_2341,0
Protein A: NGFR ; Protein B: IRAK4,Protein A: PROT_3108 ; Protein B: PROT_2572,1
Protein A: SNRNP27 ; Protein B: SNRPA,Protein A: PROT_1101 ; Protein B: PROT_1853,1
Protein A: RHOA ; Protein B: MAPK8,Protein A: PROT_1152 ; Protein B: PROT_2849,1
Protein A: RPL14 ; Protein B: RPL10,Protein A: PROT_1815 ; Protein B: PROT_2108,1
Protein A: KRR1 ; Protein B: WDR43,Protein A: PROT_2187 ; Protein B: PROT_2073,1
Protein A: OTC ; Protein B: NAGS,Protein A: PROT_0462 ; Protein B: PROT_1073,1
Protein A: SNRPD3 ; Protein B: PRPF8,Protein A: PROT_0607 ; Protein B: PROT_2756,1
Protein A: ATP5MPL ; Protein B: RRP12,Protein A: PROT_2835 ; Protein B: PROT_0384,0
Protein A: PSMC1 ; Protein B: SLC8A3,Protein A: PROT_2074 ; Protein B: PROT_1997,0
Protein A: MRPL20 ; Protein B: H4-16,Protein A: PROT_0893 ; Protein B: PROT_0833,0
Protein A: RPIA ; Protein B: JADE1,Protein A: PROT_3394 ; Protein B: PROT_2894,0
Protein A: CCL20 ; Protein B: PPP1R15A,Protein A: PROT_2823 ; Protein B: PROT_3257,0
Protein A: MRPL22 ; Protein B: RPS21,Protein A: PROT_0177 ; Protein B: PROT_2938,1
Protein A: INS ; Protein B: ATP5PO,Protein A: PROT_1578 ; Protein B: PROT_2309,0
Protein A: EFL1 ; Protein B: MRPL17,Protein A: PROT_3096 ; Protein B: PROT_1153,1
Protein A: HAP1 ; Protein B: GABRB2,Protein A: PROT_0458 ; Protein B: PROT_0309,1
Protein A: RRP1 ; Protein B: IGF2BP1,Protein A: PROT_2648 ; Protein B: PROT_1330,0
Protein A: HSP90AB1 ; Protein B: HSPD1,Protein A: PROT_3037 ; Protein B: PROT_1055,1
Protein A: ATP5F1C ; Protein B: ATP5F1E,Protein A: PROT_0617 ; Protein B: PROT_1546,1
Protein A: UBXN4 ; Protein B: BANF2,Protein A: PROT_2508 ; Protein B: PROT_0247,0
Protein A: GHRHR ; Protein B: TNKS2,Protein A: PROT_1273 ; Protein B: PROT_0648,0
Protein A: FAT1 ; Protein B: SHC4,Protein A: PROT_2179 ; Protein B: PROT_3386,0
Protein A: IFT140 ; Protein B: TRAPPC6B,Protein A: PROT_2054 ; Protein B: PROT_1120,0
Protein A: STAT2 ; Protein B: RPL18,Protein A: PROT_3222 ; Protein B: PROT_0253,0
Protein A: RPS15 ; Protein B: PRKACG,Protein A: PROT_3457 ; Protein B: PROT_1409,0
Protein A: LPCAT3 ; Protein B: PAK3,Protein A: PROT_3399 ; Protein B: PROT_0656,0
Protein A: CYP4F3 ; Protein B: PSMB6,Protein A: PROT_2829 ; Protein B: PROT_2128,0
Protein A: EIF4E ; Protein B: PPP1CA,Protein A: PROT_0183 ; Protein B: PROT_1685,0
Protein A: CXCL2 ; Protein B: TNF,Protein A: PROT_2787 ; Protein B: PROT_1960,1
Protein A: DBF4 ; Protein B: CDC6,Protein A: PROT_1586 ; Protein B: PROT_1065,1
Protein A: BCKDHB ; Protein B: PPM1K,Protein A: PROT_0569 ; Protein B: PROT_1884,1
Protein A: PIK3R5 ; Protein B: PIK3CG,Protein A: PROT_2414 ; Protein B: PROT_0801,1
Protein A: ERCC6L ; Protein B: RPS18,Protein A: PROT_1415 ; Protein B: PROT_0518,0
Protein A: NPM1 ; Protein B: PDCD11,Protein A: PROT_1238 ; Protein B: PROT_2503,0
Protein A: YEATS4 ; Protein B: MAPK14,Protein A: PROT_2573 ; Protein B: PROT_1543,0
Protein A: LCK ; Protein B: CDC5L,Protein A: PROT_2744 ; Protein B: PROT_1888,0
Protein A: YTHDC1 ; Protein B: MUC2,Protein A: PROT_2088 ; Protein B: PROT_2800,0
Protein A: RPL3L ; Protein B: MRPL4,Protein A: PROT_1560 ; Protein B: PROT_0689,0
Protein A: PRKCB ; Protein B: GSTT2B,Protein A: PROT_2935 ; Protein B: PROT_1245,0
Protein A: NDUFV1 ; Protein B: NDUFV2,Protein A: PROT_2960 ; Protein B: PROT_3033,1
Protein A: UTP3 ; Protein B: SF3B5,Protein A: PROT_2682 ; Protein B: PROT_1323,0
Protein A: PSMA3 ; Protein B: RPS27A,Protein A: PROT_2638 ; Protein B: PROT_1145,1
Protein A: ATP6V1E2 ; Protein B: ATP6V0A4,Protein A: PROT_2914 ; Protein B: PROT_3385,1
Protein A: POLE2 ; Protein B: GCG,Protein A: PROT_3373 ; Protein B: PROT_0246,0
Protein A: NDUFA11 ; Protein B: PIK3R2,Protein A: PROT_2815 ; Protein B: PROT_0733,0
Protein A: RXRG ; Protein B: PPARG,Protein A: PROT_0606 ; Protein B: PROT_0612,1
Protein A: SEL1L ; Protein B: AMFR,Protein A: PROT_0853 ; Protein B: PROT_0187,1
Protein A: MUC2 ; Protein B: MUC20,Protein A: PROT_2800 ; Protein B: PROT_3071,1
Protein A: PPP2CB ; Protein B: REC8,Protein A: PROT_3208 ; Protein B: PROT_1237,1
Protein A: IGFBP4 ; Protein B: IGF1,Protein A: PROT_2487 ; Protein B: PROT_0781,1
Protein A: ALK ; Protein B: PIK3R1,Protein A: PROT_0920 ; Protein B: PROT_1418,1
Protein A: RUVBL2 ; Protein B: ARR3,Protein A: PROT_3004 ; Protein B: PROT_2430,0
Protein A: TLE3 ; Protein B: LCP2,Protein A: PROT_2213 ; Protein B: PROT_2726,0
Protein A: MRPS18A ; Protein B: MAPK8,Protein A: PROT_1192 ; Protein B: PROT_2849,0
Protein A: TAF3 ; Protein B: TBPL2,Protein A: PROT_2006 ; Protein B: PROT_1528,1
Protein A: MYO1C ; Protein B: RALGPS2,Protein A: PROT_0534 ; Protein B: PROT_0997,0
Protein A: RNF43 ; Protein B: FZD7,Protein A: PROT_1896 ; Protein B: PROT_3090,1
Protein A: LCP2 ; Protein B: AKT2,Protein A: PROT_2726 ; Protein B: PROT_0810,0
Protein A: KLHL18 ; Protein B: ITLN1,Protein A: PROT_1217 ; Protein B: PROT_1910,0
Protein A: STX1A ; Protein B: GATC,Protein A: PROT_2666 ; Protein B: PROT_1459,0
Protein A: RANBP9 ; Protein B: ARMC8,Protein A: PROT_2873 ; Protein B: PROT_0129,1
Protein A: IL10 ; Protein B: RARA,Protein A: PROT_0042 ; Protein B: PROT_2627,0
Protein A: RNF2 ; Protein B: SENP3,Protein A: PROT_1836 ; Protein B: PROT_0242,1
Protein A: NDUFA8 ; Protein B: MT-ND4L,Protein A: PROT_1057 ; Protein B: PROT_0957,1
Protein A: PYM1 ; Protein B: MAGOHB,Protein A: PROT_1641 ; Protein B: PROT_2992,1
Protein A: TBC1D5 ; Protein B: VPS35,Protein A: PROT_0599 ; Protein B: PROT_2869,1
Protein A: RPL17-C18orf32 ; Protein B: RPLP1,Protein A: PROT_1414 ; Protein B: PROT_3162,1
Protein A: EIF3K ; Protein B: EIF4G1,Protein A: PROT_0477 ; Protein B: PROT_0356,1
Protein A: H2BC10 ; Protein B: PIK3C2B,Protein A: PROT_2529 ; Protein B: PROT_2269,0
Protein A: TAF3 ; Protein B: GTF2H1,Protein A: PROT_2006 ; Protein B: PROT_2345,1
Protein A: YY1 ; Protein B: IGHV3-43D,Protein A: PROT_2071 ; Protein B: PROT_0512,0
Protein A: GRIA2 ; Protein B: CNIH2,Protein A: PROT_1130 ; Protein B: PROT_0205,1
Protein A: COX5B ; Protein B: ATP5F1D,Protein A: PROT_0418 ; Protein B: PROT_1477,1
Protein A: NME2 ; Protein B: ENTPD2,Protein A: PROT_0537 ; Protein B: PROT_2168,1
Protein A: AKT2 ; Protein B: CDKN1A,Protein A: PROT_0810 ; Protein B: PROT_3406,1
Protein A: CYC1 ; Protein B: NDUFS1,Protein A: PROT_2581 ; Protein B: PROT_0268,1
Protein A: VDAC1 ; Protein B: LEP,Protein A: PROT_0841 ; Protein B: PROT_1813,0
Protein A: AP2S1 ; Protein B: AATF,Protein A: PROT_2161 ; Protein B: PROT_3192,0
Protein A: PRPF4 ; Protein B: PRPF8,Protein A: PROT_1407 ; Protein B: PROT_2756,1
Protein A: RPS16 ; Protein B: UTP15,Protein A: PROT_2421 ; Protein B: PROT_3290,1
Protein A: WDR92 ; Protein B: SMAD4,Protein A: PROT_1490 ; Protein B: PROT_2285,0
Protein A: TK2 ; Protein B: ACO2,Protein A: PROT_1034 ; Protein B: PROT_2368,0
Protein A: CYC1 ; Protein B: NDUFS8,Protein A: PROT_2581 ; Protein B: PROT_0157,1
Protein A: SFRP1 ; Protein B: NTRK3,Protein A: PROT_2904 ; Protein B: PROT_2477,0
Protein A: EIF5 ; Protein B: EIF3C,Protein A: PROT_1967 ; Protein B: PROT_1479,1
Protein A: PARN ; Protein B: POLR2K,Protein A: PROT_0474 ; Protein B: PROT_3145,0
Protein A: FOXRED1 ; Protein B: NDUFS7,Protein A: PROT_0366 ; Protein B: PROT_1979,1
Protein A: BECN1 ; Protein B: MET,Protein A: PROT_1155 ; Protein B: PROT_0077,0
Protein A: GLI2 ; Protein B: KIF7,Protein A: PROT_0255 ; Protein B: PROT_0491,1
Protein A: KRR1 ; Protein B: NOC2L,Protein A: PROT_2187 ; Protein B: PROT_3134,0
Protein A: PARD6G ; Protein B: PHF5A,Protein A: PROT_0747 ; Protein B: PROT_3319,0
Protein A: MED10 ; Protein B: CDK8,Protein A: PROT_2064 ; Protein B: PROT_0889,1
Protein A: PEX26 ; Protein B: QARS1,Protein A: PROT_1942 ; Protein B: PROT_0210,0
Protein A: INTS5 ; Protein B: INTS9,Protein A: PROT_0783 ; Protein B: PROT_0895,1
Protein A: SNRPG ; Protein B: ADSL,Protein A: PROT_0505 ; Protein B: PROT_3169,0
Protein A: PIP5K1C ; Protein B: BOLA2,Protein A: PROT_0132 ; Protein B: PROT_1617,0
Protein A: AATF ; Protein B: CYP2A13,Protein A: PROT_3192 ; Protein B: PROT_1796,0
Protein A: PSMD4 ; Protein B: PSMD8,Protein A: PROT_1785 ; Protein B: PROT_0947,1
Protein A: CCNH ; Protein B: CDK8,Protein A: PROT_1318 ; Protein B: PROT_0889,1
Protein A: BRIX1 ; Protein B: BUD13,Protein A: PROT_0145 ; Protein B: PROT_0855,0
Protein A: FOS ; Protein B: RELA,Protein A: PROT_2688 ; Protein B: PROT_1792,1
Protein A: INPP4A ; Protein B: PIK3C2G,Protein A: PROT_2932 ; Protein B: PROT_2906,1
Protein A: RPS17 ; Protein B: RPL12,Protein A: PROT_2364 ; Protein B: PROT_2519,1
Protein A: LSM11 ; Protein B: LSM10,Protein A: PROT_0144 ; Protein B: PROT_1343,1
Protein A: MAP2K7 ; Protein B: FBXW5,Protein A: PROT_3347 ; Protein B: PROT_2373,0
Protein A: POLR1C ; Protein B: POLR3GL,Protein A: PROT_2279 ; Protein B: PROT_0259,1
Protein A: MED15 ; Protein B: SREBF1,Protein A: PROT_1887 ; Protein B: PROT_1437,1
Protein A: BLVRA ; Protein B: KPNA1,Protein A: PROT_2432 ; Protein B: PROT_1175,0
Protein A: CCNC ; Protein B: MED18,Protein A: PROT_2081 ; Protein B: PROT_1027,1
Protein A: MRPL36 ; Protein B: RPS23,Protein A: PROT_0531 ; Protein B: PROT_0605,1
Protein A: MRPL37 ; Protein B: GRB2,Protein A: PROT_0164 ; Protein B: PROT_1193,0
Protein A: CD74 ; Protein B: RPL10A,Protein A: PROT_2019 ; Protein B: PROT_1143,1
Protein A: FLT3LG ; Protein B: MRC1,Protein A: PROT_1670 ; Protein B: PROT_1365,0
Protein A: PLA2G6 ; Protein B: MCC,Protein A: PROT_1128 ; Protein B: PROT_0479,0
Protein A: DDX23 ; Protein B: TXNL4A,Protein A: PROT_1890 ; Protein B: PROT_2090,1
Protein A: POMGNT1 ; Protein B: ETNK2,Protein A: PROT_2580 ; Protein B: PROT_0663,0
Protein A: KLHL25 ; Protein B: SPOPL,Protein A: PROT_0396 ; Protein B: PROT_0508,1
Protein A: RRP12 ; Protein B: RPL31,Protein A: PROT_0384 ; Protein B: PROT_0051,0
Protein A: WDR41 ; Protein B: RAB39B,Protein A: PROT_2390 ; Protein B: PROT_2246,1
Protein A: H2AC11 ; Protein B: H4C5,Protein A: PROT_1275 ; Protein B: PROT_0694,1
Protein A: MAPK1 ; Protein B: NMBR,Protein A: PROT_3027 ; Protein B: PROT_0723,0
Protein A: CAPZB ; Protein B: RPL17,Protein A: PROT_3429 ; Protein B: PROT_0739,0
Protein A: SYF2 ; Protein B: DHX8,Protein A: PROT_1288 ; Protein B: PROT_1186,1
Protein A: RPS14 ; Protein B: MRPL21,Protein A: PROT_2696 ; Protein B: PROT_0638,1
Protein A: SPICE1 ; Protein B: CEP120,Protein A: PROT_2435 ; Protein B: PROT_1849,1
Protein A: GINS1 ; Protein B: MCM3,Protein A: PROT_1956 ; Protein B: PROT_2661,1
Protein A: RPL10L ; Protein B: RPS4Y2,Protein A: PROT_2783 ; Protein B: PROT_0984,1
Protein A: GPS2 ; Protein B: BLZF1,Protein A: PROT_0378 ; Protein B: PROT_1338,0
Protein A: MRTO4 ; Protein B: RPL3,Protein A: PROT_0329 ; Protein B: PROT_2881,1
Protein A: DAP3 ; Protein B: PRPF8,Protein A: PROT_1674 ; Protein B: PROT_2756,0
Protein A: SMAD3 ; Protein B: PACRG,Protein A: PROT_2900 ; Protein B: PROT_1671,0
Protein A: GLA ; Protein B: CD27,Protein A: PROT_1624 ; Protein B: PROT_0662,0
Protein A: H3-4 ; Protein B: DOT1L,Protein A: PROT_0693 ; Protein B: PROT_2363,1
Protein A: CFLAR ; Protein B: TICAM1,Protein A: PROT_2205 ; Protein B: PROT_0832,1
Protein A: ESCO2 ; Protein B: SMC1A,Protein A: PROT_3400 ; Protein B: PROT_2909,1
Protein A: OAZ1 ; Protein B: MAOB,Protein A: PROT_1163 ; Protein B: PROT_0338,0
Protein A: CYP4A11 ; Protein B: ANPEP,Protein A: PROT_1923 ; Protein B: PROT_0929,0
Protein A: TACR3 ; Protein B: HNRNPC,Protein A: PROT_2336 ; Protein B: PROT_2871,0
Protein A: NAF1 ; Protein B: DKC1,Protein A: PROT_2647 ; Protein B: PROT_1648,1
Protein A: NPSR1 ; Protein B: GUCY1B1,Protein A: PROT_2065 ; Protein B: PROT_2122,0
Protein A: CENPW ; Protein B: UBE2K,Protein A: PROT_1529 ; Protein B: PROT_3196,0
Protein A: MRPL27 ; Protein B: H2AZ1,Protein A: PROT_0942 ; Protein B: PROT_2211,0
Protein A: PAK6 ; Protein B: RHOV,Protein A: PROT_0708 ; Protein B: PROT_0057,1
Protein A: RAC2 ; Protein B: MRPL17,Protein A: PROT_1087 ; Protein B: PROT_1153,0
Protein A: ATP5F1B ; Protein B: POP7,Protein A: PROT_3211 ; Protein B: PROT_0487,0
Protein A: EIF4B ; Protein B: TAS2R5,Protein A: PROT_3416 ; Protein B: PROT_1572,0
Protein A: MAPK14 ; Protein B: ASPM,Protein A: PROT_1543 ; Protein B: PROT_0266,0
Protein A: HMOX1 ; Protein B: NQO1,Protein A: PROT_3264 ; Protein B: PROT_3327,1
Protein A: KRR1 ; Protein B: UTP3,Protein A: PROT_2187 ; Protein B: PROT_2682,1
Protein A: SPTBN1 ; Protein B: SPTAN1,Protein A: PROT_0097 ; Protein B: PROT_1345,1
Protein A: GABRD ; Protein B: PRKCE,Protein A: PROT_0589 ; Protein B: PROT_3107,0
Protein A: SYT2 ; Protein B: CDK5RAP2,Protein A: PROT_1790 ; Protein B: PROT_0741,0
Protein A: PLXNA1 ; Protein B: ATXN1,Protein A: PROT_1718 ; Protein B: PROT_3446,0
Protein A: HLA-C ; Protein B: HLA-B,Protein A: PROT_1787 ; Protein B: PROT_2918,1
Protein A: ACADS ; Protein B: PCCB,Protein A: PROT_0180 ; Protein B: PROT_3266,1
Protein A: BMI1 ; Protein B: RBBP4,Protein A: PROT_2712 ; Protein B: PROT_2062,1
Protein A: H3-4 ; Protein B: NAPA,Protein A: PROT_0693 ; Protein B: PROT_0025,0
Protein A: IMP3 ; Protein B: SMAD3,Protein A: PROT_0752 ; Protein B: PROT_2900,0
Protein A: ANXA2 ; Protein B: HEY1,Protein A: PROT_2139 ; Protein B: PROT_1083,0
Protein A: MRPS15 ; Protein B: CCNT2,Protein A: PROT_3296 ; Protein B: PROT_0380,0
Protein A: GAD2 ; Protein B: UGT1A9,Protein A: PROT_1160 ; Protein B: PROT_2288,0
Protein A: EEF2 ; Protein B: MYL1,Protein A: PROT_1651 ; Protein B: PROT_3021,0
Protein A: TSG101 ; Protein B: CD63,Protein A: PROT_0860 ; Protein B: PROT_1600,1
Protein A: MPHOSPH10 ; Protein B: CENPA,Protein A: PROT_0364 ; Protein B: PROT_0287,0
