formula,anon,label
"Fe: 21, Ni: 21, B: 8","el_7694: 21, el_7611: 21, el_8033: 8",1
"Fe: 21, Ni: 59, B: 20","el_7694: 21, el_7611: 59, el_8033: 20",1
"Fe: 21, Ni: 61.5, B: 17.5","el_7694: 21, el_7611: 61.5, el_8033: 17.5",1
"Fe: 21, Ni: 62.5, B: 16.5","el_7694: 21, el_7611: 62.5, el_8033: 16.5",1
"Fe: 21, Ni: 62, B: 17","el_7694: 21, el_7611: 62, el_8033: 17",1
"Fe: 21, Si: 1, B: 3","el_7694: 21, el_1995: 1, el_8033: 3",1
"Fe: 22, B: 3","el_7694: 22, el_8033: 3",1
"Fe: 22, B: 1, Mo: 2","el_7694: 22, el_8033: 1, el_3373: 2",0
"Fe: 22, Cu: 29, Ag: 49","el_7694: 22, el_1377: 29, el_3063: 49",0
"Fe: 22, Ni: 59, B: 19","el_7694: 22, el_7611: 59, el_8033: 19",1
"Fe: 23, Cu: 27","el_7694: 23, el_1377: 27",0
"Fe: 23, Ni: 59, B: 18","el_7694: 23, el_7611: 59, el_8033: 18",1
"Fe: 23, Ni: 60, B: 17","el_7694: 23, el_7611: 60, el_8033: 17",1
"Fe: 24, Ni: 59, B: 17","el_7694: 24, el_7611: 59, el_8033: 17",1
"Fe: 25, Ni: 59, B: 16","el_7694: 25, el_7611: 59, el_8033: 16",1
"Fe: 27, Cu: 45, Ag: 28","el_7694: 27, el_1377: 45, el_3063: 28",0
"Fe: 27, Cu: 51, Ag: 22","el_7694: 27, el_1377: 51, el_3063: 22",0
"Fe: 28, B: 9, F: 13","el_7694: 28, el_8033: 9, el_6130: 13",0
"Fe: 29.5, Ni: 50.5, B: 20","el_7694: 29.5, el_7611: 50.5, el_8033: 20",1
"Fe: 29, Ag: 21","el_7694: 29, el_3063: 21",0
"Fe: 29, B: 7, F: 14","el_7694: 29, el_8033: 7, el_6130: 14",0
"Fe: 29, Co: 54, B: 17","el_7694: 29, el_9394: 54, el_8033: 17",1
"Fe: 29, Cu: 71","el_7694: 29, el_1377: 71",0
"Fe: 29, Cu: 8, Ag: 63","el_7694: 29, el_1377: 8, el_3063: 63",0
"Fe: 2, Co: 2, B: 1","el_7694: 2, el_9394: 2, el_8033: 1",1
"Fe: 2, Cu: 83, Ag: 15","el_7694: 2, el_1377: 83, el_3063: 15",0
"Fe: 2, Cu: 1, Ag: 1","el_7694: 2, el_1377: 1, el_3063: 1",0
"Fe: 2, Ni: 2, B: 1","el_7694: 2, el_7611: 2, el_8033: 1",1
"Fe: 2, Ni: 2, P: 1","el_7694: 2, el_7611: 2, el_4874: 1",1
"Fe: 30.5, Ni: 50.5, B: 19","el_7694: 30.5, el_7611: 50.5, el_8033: 19",1
"Fe: 30, B: 19, F: 1","el_7694: 30, el_8033: 19, el_6130: 1",1
"Fe: 31.5, Ni: 50.5, B: 18","el_7694: 31.5, el_7611: 50.5, el_8033: 18",1
"Fe: 31, Cu: 10, B: 9","el_7694: 31, el_1377: 10, el_8033: 9",0
"Fe: 31, Mo: 10, C: 9","el_7694: 31, el_3373: 10, el_2375: 9",1
"Fe: 31, Ni: 10, B: 9","el_7694: 31, el_7611: 10, el_8033: 9",1
"Fe: 31, W: 10, C: 9","el_7694: 31, el_7486: 10, el_2375: 9",0
"Fe: 31, W: 8, C: 11","el_7694: 31, el_7486: 8, el_2375: 11",0
"Fe: 32.5, Ni: 50.5, B: 17","el_7694: 32.5, el_7611: 50.5, el_8033: 17",1
"Fe: 32, Cu: 37, Ag: 31","el_7694: 32, el_1377: 37, el_3063: 31",0
"Fe: 32, W: 7, C: 11","el_7694: 32, el_7486: 7, el_2375: 11",1
"Fe: 33.5, Ni: 50.5, B: 16","el_7694: 33.5, el_7611: 50.5, el_8033: 16",1
"Fe: 33, Ag: 67","el_7694: 33, el_3063: 67",0
"Fe: 33, B: 12, N: 5","el_7694: 33, el_8033: 12, el_4922: 5",1
"Fe: 33, B: 7, Mo: 10","el_7694: 33, el_8033: 7, el_3373: 10",1
"Fe: 33, Cu: 10, B: 7","el_7694: 33, el_1377: 10, el_8033: 7",0
"Fe: 33, Mo: 8, C: 9","el_7694: 33, el_3373: 8, el_2375: 9",1
"Fe: 33, Ni: 10, B: 7","el_7694: 33, el_7611: 10, el_8033: 7",1
"Fe: 33, Ni: 50, B: 17","el_7694: 33, el_7611: 50, el_8033: 17",1
"Fe: 33, Ni: 5, B: 12","el_7694: 33, el_7611: 5, el_8033: 12",1
"Fe: 33, W: 10, C: 7","el_7694: 33, el_7486: 10, el_2375: 7",0
"Fe: 33, W: 6, C: 11","el_7694: 33, el_7486: 6, el_2375: 11",1
"Fe: 33, W: 7, C: 10","el_7694: 33, el_7486: 7, el_2375: 10",1
"Fe: 33, W: 8, C: 9","el_7694: 33, el_7486: 8, el_2375: 9",0
"Fe: 34, W: 5, C: 11","el_7694: 34, el_7486: 5, el_2375: 11",1
"Fe: 34, W: 7, C: 9","el_7694: 34, el_7486: 7, el_2375: 9",0
"Fe: 35, B: 6, Mo: 9","el_7694: 35, el_8033: 6, el_3373: 9",1
"Fe: 35, Mo: 6, C: 9","el_7694: 35, el_3373: 6, el_2375: 9",1
"Fe: 35, Si: 9, B: 6","el_7694: 35, el_1995: 9, el_8033: 6",1
"Fe: 35, W: 6, C: 9","el_7694: 35, el_7486: 6, el_2375: 9",0
"Fe: 35, W: 4, C: 11","el_7694: 35, el_7486: 4, el_2375: 11",0
"Fe: 35, W: 8, C: 7","el_7694: 35, el_7486: 8, el_2375: 7",0
"Fe: 36.5, Ni: 36.5, B: 27","el_7694: 36.5, el_7611: 36.5, el_8033: 27",1
"Fe: 36, B: 5, Mo: 9","el_7694: 36, el_8033: 5, el_3373: 9",1
"Fe: 36, Cu: 13, Ag: 51","el_7694: 36, el_1377: 13, el_3063: 51",0
"Fe: 36, Cu: 23, Ag: 41","el_7694: 36, el_1377: 23, el_3063: 41",1
"Fe: 36, Cu: 49, Ag: 15","el_7694: 36, el_1377: 49, el_3063: 15",0
"Fe: 36, Cu: 5, B: 9","el_7694: 36, el_1377: 5, el_8033: 9",0
"Fe: 36, Ni: 5, B: 9","el_7694: 36, el_7611: 5, el_8033: 9",1
"Fe: 36, Si: 5, B: 9","el_7694: 36, el_1995: 5, el_8033: 9",1
"Fe: 37, Cu: 42, Ag: 21","el_7694: 37, el_1377: 42, el_3063: 21",0
"Fe: 37, Ag: 63","el_7694: 37, el_3063: 63",0
"Fe: 37, B: 10, Mo: 3","el_7694: 37, el_8033: 10, el_3373: 3",1
"Fe: 37, B: 10, N: 3","el_7694: 37, el_8033: 10, el_4922: 3",1
"Fe: 37, B: 3, Mo: 10","el_7694: 37, el_8033: 3, el_3373: 10",0
"Fe: 37, B: 4, Mo: 9","el_7694: 37, el_8033: 4, el_3373: 9",0
"Fe: 37, B: 7, Mo: 6","el_7694: 37, el_8033: 7, el_3373: 6",1
"Fe: 37, Cu: 41, Ag: 22","el_7694: 37, el_1377: 41, el_3063: 22",0
"Fe: 37, Cu: 5, B: 8","el_7694: 37, el_1377: 5, el_8033: 8",0
"Fe: 37, Cu: 63","el_7694: 37, el_1377: 63",0
"Fe: 37, Mo: 4, C: 9","el_7694: 37, el_3373: 4, el_2375: 9",1
"Fe: 37, Ni: 10, B: 3","el_7694: 37, el_7611: 10, el_8033: 3",0
"Fe: 37, Ni: 37, B: 26","el_7694: 37, el_7611: 37, el_8033: 26",1
"Fe: 37, Ni: 5, B: 8","el_7694: 37, el_7611: 5, el_8033: 8",1
"Fe: 37, Si: 5, B: 8","el_7694: 37, el_1995: 5, el_8033: 8",1
"Fe: 37, Si: 1, B: 12","el_7694: 37, el_1995: 1, el_8033: 12",0
"Fe: 37, W: 2, C: 11","el_7694: 37, el_7486: 2, el_2375: 11",0
"Fe: 37, W: 4, C: 9","el_7694: 37, el_7486: 4, el_2375: 9",0
"Fe: 37, W: 6, C: 7","el_7694: 37, el_7486: 6, el_2375: 7",0
"Fe: 37, W: 8, C: 5","el_7694: 37, el_7486: 8, el_2375: 5",0
"Fe: 38, B: 3, Mo: 9","el_7694: 38, el_8033: 3, el_3373: 9",0
"Fe: 38, Cu: 31, Ag: 31","el_7694: 38, el_1377: 31, el_3063: 31",1
"Fe: 38, Mo: 9, C: 3","el_7694: 38, el_3373: 9, el_2375: 3",1
"Fe: 38.5, Ni: 38.5, B: 23","el_7694: 38.5, el_7611: 38.5, el_8033: 23",1
"Fe: 38, B: 7, Mo: 5","el_7694: 38, el_8033: 7, el_3373: 5",1
"Fe: 38, Cu: 5, B: 7","el_7694: 38, el_1377: 5, el_8033: 7",0
"Fe: 38, Ni: 5, B: 7","el_7694: 38, el_7611: 5, el_8033: 7",1
"Fe: 38, Si: 1, B: 11","el_7694: 38, el_1995: 1, el_8033: 11",0
"Fe: 39, Ag: 61","el_7694: 39, el_3063: 61",0
"Fe: 39, B: 10, Mo: 1","el_7694: 39, el_8033: 10, el_3373: 1",1
"Fe: 39, B: 11","el_7694: 39, el_8033: 11",1
"Fe: 39, B: 2, Mo: 9","el_7694: 39, el_8033: 2, el_3373: 9",0
"Fe: 39, B: 5, F: 6","el_7694: 39, el_8033: 5, el_6130: 6",1
"Fe: 39, B: 5, Mo: 6","el_7694: 39, el_8033: 5, el_3373: 6",1
"Fe: 39, B: 6, Mo: 5","el_7694: 39, el_8033: 6, el_3373: 5",1
"Fe: 39, B: 7, Mo: 4","el_7694: 39, el_8033: 7, el_3373: 4",1
"Fe: 39, B: 1, Mo: 10","el_7694: 39, el_8033: 1, el_3373: 10",0
"Fe: 39, Cu: 5, B: 6","el_7694: 39, el_1377: 5, el_8033: 6",0
"Fe: 39, Ni: 10, B: 1","el_7694: 39, el_7611: 10, el_8033: 1",0
"Fe: 39, Ni: 39, B: 22","el_7694: 39, el_7611: 39, el_8033: 22",1
"Fe: 39, Ni: 42, B: 19","el_7694: 39, el_7611: 42, el_8033: 19",1
"Fe: 39, Ni: 5, B: 6","el_7694: 39, el_7611: 5, el_8033: 6",1
"Fe: 39, Si: 2, B: 9","el_7694: 39, el_1995: 2, el_8033: 9",1
"Fe: 39, Si: 4, B: 7","el_7694: 39, el_1995: 4, el_8033: 7",1
"Fe: 39, Si: 5, B: 6","el_7694: 39, el_1995: 5, el_8033: 6",1
"Fe: 39, Si: 1, B: 10","el_7694: 39, el_1995: 1, el_8033: 10",1
"Fe: 39, W: 2, C: 9","el_7694: 39, el_7486: 2, el_2375: 9",0
"Fe: 39, W: 4, C: 7","el_7694: 39, el_7486: 4, el_2375: 7",0
"Fe: 39, W: 6, C: 5","el_7694: 39, el_7486: 6, el_2375: 5",0
"Fe: 3, Ag: 7","el_7694: 3, el_3063: 7",0
"Fe: 3, B: 1","el_7694: 3, el_8033: 1",1
"Fe: 3, Co: 37, B: 10","el_7694: 3, el_9394: 37, el_8033: 10",1
"Fe: 3, Co: 5, B: 2","el_7694: 3, el_9394: 5, el_8033: 2",1
"Fe: 3, Co: 1, B: 1","el_7694: 3, el_9394: 1, el_8033: 1",1
"Fe: 3, Cu: 7","el_7694: 3, el_1377: 7",0
"Fe: 3, Ni: 13, B: 4","el_7694: 3, el_7611: 13, el_8033: 4",1
"Fe: 3, Ni: 13, P: 4","el_7694: 3, el_7611: 13, el_4874: 4",1
"Fe: 3, Ni: 5, B: 2","el_7694: 3, el_7611: 5, el_8033: 2",1
"Fe: 3, Ni: 5, P: 2","el_7694: 3, el_7611: 5, el_4874: 2",1
"Fe: 3, Ni: 77, P: 20","el_7694: 3, el_7611: 77, el_4874: 20",1
"Fe: 3, Ni: 1, B: 1","el_7694: 3, el_7611: 1, el_8033: 1",1
"Fe: 3, Ni: 1, P: 1","el_7694: 3, el_7611: 1, el_4874: 1",1
"Fe: 4, Cu: 3, Ag: 3","el_7694: 4, el_1377: 3, el_3063: 3",1
"Fe: 4.2, Si: 16.5, Pd: 79.3","el_7694: 4.2, el_1995: 16.5, el_8322: 79.3",1
"Fe: 40.5, Ni: 40, B: 19.5","el_7694: 40.5, el_7611: 40, el_8033: 19.5",1
"Fe: 40, B: 3, P: 7","el_7694: 40, el_8033: 3, el_4874: 7",1
"Fe: 40, B: 7, P: 3","el_7694: 40, el_8033: 7, el_4874: 3",1
"Fe: 40, B: 9, C: 1","el_7694: 40, el_8033: 9, el_2375: 1",1
"Fe: 40, B: 9, P: 1","el_7694: 40, el_8033: 9, el_4874: 1",1
"Fe: 40, B: 9, Pd: 1","el_7694: 40, el_8033: 9, el_8322: 1",1
"Fe: 40, B: 1, Mo: 9","el_7694: 40, el_8033: 1, el_3373: 9",0
"Fe: 40, Cu: 31, Ag: 29","el_7694: 40, el_1377: 31, el_3063: 29",0
"Fe: 40, Ge: 1, B: 9","el_7694: 40, el_6419: 1, el_8033: 9",1
"Fe: 40, Si: 3, P: 7","el_7694: 40, el_1995: 3, el_4874: 7",1
"Fe: 40, Si: 1, B: 9","el_7694: 40, el_1995: 1, el_8033: 9",1
"Fe: 40, Si: 1, P: 9","el_7694: 40, el_1995: 1, el_4874: 9",1
"Fe: 41, B: 6, P: 3","el_7694: 41, el_8033: 6, el_4874: 3",1
"Fe: 41, B: 3, Mo: 6","el_7694: 41, el_8033: 3, el_3373: 6",0
"Fe: 41, B: 3, P: 6","el_7694: 41, el_8033: 3, el_4874: 6",1
"Fe: 41, Si: 3, B: 6","el_7694: 41, el_1995: 3, el_8033: 6",1
"Fe: 41, W: 6, C: 3","el_7694: 41, el_7486: 6, el_2375: 3",0
"Fe: 41.5, Co: 41.5, B: 17","el_7694: 41.5, el_9394: 41.5, el_8033: 17",1
"Fe: 41.5, Ni: 41, B: 17.5","el_7694: 41.5, el_7611: 41, el_8033: 17.5",1
"Fe: 41, B: 4, Mo: 5","el_7694: 41, el_8033: 4, el_3373: 5",0
"Fe: 41, B: 4, P: 5","el_7694: 41, el_8033: 4, el_4874: 5",1
"Fe: 41, B: 5, Mo: 4","el_7694: 41, el_8033: 5, el_3373: 4",1
"Fe: 41, B: 8, F: 1","el_7694: 41, el_8033: 8, el_6130: 1",1
"Fe: 41, B: 9","el_7694: 41, el_8033: 9",1
"Fe: 41, Cu: 30, Ag: 29","el_7694: 41, el_1377: 30, el_3063: 29",1
"Fe: 41, Cu: 5, B: 4","el_7694: 41, el_1377: 5, el_8033: 4",0
"Fe: 41, Ni: 41, B: 18","el_7694: 41, el_7611: 41, el_8033: 18",1
"Fe: 41, Ni: 42, B: 17","el_7694: 41, el_7611: 42, el_8033: 17",1
"Fe: 41, Ni: 5, B: 4","el_7694: 41, el_7611: 5, el_8033: 4",0
"Fe: 41, Si: 2, B: 7","el_7694: 41, el_1995: 2, el_8033: 7",1
"Fe: 41, Si: 1, B: 8","el_7694: 41, el_1995: 1, el_8033: 8",1
"Fe: 41, W: 2, C: 7","el_7694: 41, el_7486: 2, el_2375: 7",0
"Fe: 41, W: 4, C: 5","el_7694: 41, el_7486: 4, el_2375: 5",0
"Fe: 42, B: 33, N: 25","el_7694: 42, el_8033: 33, el_4922: 25",1
"Fe: 42, B: 3, Mo: 5","el_7694: 42, el_8033: 3, el_3373: 5",0
"Fe: 42, B: 3, P: 5","el_7694: 42, el_8033: 3, el_4874: 5",0
"Fe: 42, Cu: 31, Ag: 27","el_7694: 42, el_1377: 31, el_3063: 27",0
"Fe: 42, Cu: 41, Ag: 17","el_7694: 42, el_1377: 41, el_3063: 17",0
"Fe: 42, Cu: 5, B: 3","el_7694: 42, el_1377: 5, el_8033: 3",0
"Fe: 42, Ni: 5, B: 3","el_7694: 42, el_7611: 5, el_8033: 3",0
"Fe: 42, Si: 1, B: 7","el_7694: 42, el_1995: 1, el_8033: 7",1
"Fe: 43, B: 2, Mo: 5","el_7694: 43, el_8033: 2, el_3373: 5",0
"Fe: 43, B: 3, Mo: 4","el_7694: 43, el_8033: 3, el_3373: 4",0
"Fe: 43, B: 6, N: 1","el_7694: 43, el_8033: 6, el_4922: 1",1
"Fe: 43, B: 7","el_7694: 43, el_8033: 7",1
"Fe: 43, B: 1, Mo: 6","el_7694: 43, el_8033: 1, el_3373: 6",0
"Fe: 43, Cu: 5, B: 2","el_7694: 43, el_1377: 5, el_8033: 2",0
"Fe: 43, Ni: 40, B: 17","el_7694: 43, el_7611: 40, el_8033: 17",1
"Fe: 43, Ni: 43, B: 14","el_7694: 43, el_7611: 43, el_8033: 14",1
"Fe: 43, Ni: 5, B: 2","el_7694: 43, el_7611: 5, el_8033: 2",0
"Fe: 43, W: 2, C: 5","el_7694: 43, el_7486: 2, el_2375: 5",0
"Fe: 43, W: 4, C: 3","el_7694: 43, el_7486: 4, el_2375: 3",0
"Fe: 44, B: 1, Mo: 5","el_7694: 44, el_8033: 1, el_3373: 5",0
"Fe: 44, Ni: 5, B: 1","el_7694: 44, el_7611: 5, el_8033: 1",0
"Fe: 45, B: 1, Mo: 4","el_7694: 45, el_8033: 1, el_3373: 4",0
"Fe: 45, Cu: 31, Ag: 24","el_7694: 45, el_1377: 31, el_3063: 24",0
"Fe: 45, W: 2, C: 3","el_7694: 45, el_7486: 2, el_2375: 3",0
"Fe: 46.2, Ni: 30.8, B: 23","el_7694: 46.2, el_7611: 30.8, el_8033: 23",1
"Fe: 48, Ni: 35, B: 17","el_7694: 48, el_7611: 35, el_8033: 17",1
"Fe: 4, Ag: 21","el_7694: 4, el_3063: 21",0
"Fe: 4, B: 1","el_7694: 4, el_8033: 1",1
"Fe: 4, Cu: 15, Ag: 31","el_7694: 4, el_1377: 15, el_3063: 31",0
"Fe: 4, Ni: 16, P: 5","el_7694: 4, el_7611: 16, el_4874: 5",1
"Fe: 4, P: 1","el_7694: 4, el_4874: 1",1
"Fe: 5.1, Si: 16.8, Pd: 78.1","el_7694: 5.1, el_1995: 16.8, el_8322: 78.1",1
"Fe: 50, Co: 33, B: 17","el_7694: 50, el_9394: 33, el_8033: 17",1
"Fe: 50, Ni: 33, B: 17","el_7694: 50, el_7611: 33, el_8033: 17",1
"Fe: 51, Cu: 23, Ag: 26","el_7694: 51, el_1377: 23, el_3063: 26",0
"Fe: 51, Cu: 38, Ag: 11","el_7694: 51, el_1377: 38, el_3063: 11",0
"Fe: 52.5, B: 24.5, N: 23","el_7694: 52.5, el_8033: 24.5, el_4922: 23",1
"Fe: 53.5, Ni: 18, B: 28.5","el_7694: 53.5, el_7611: 18, el_8033: 28.5",1
"Fe: 53, Ni: 30, B: 17","el_7694: 53, el_7611: 30, el_8033: 17",1
"Fe: 54.5, Ni: 18.5, B: 27","el_7694: 54.5, el_7611: 18.5, el_8033: 27",1
"Fe: 54, Ni: 29, B: 17","el_7694: 54, el_7611: 29, el_8033: 17",1
"Fe: 55, Cu: 32, Ag: 13","el_7694: 55, el_1377: 32, el_3063: 13",0
"Fe: 56, Ni: 19, B: 25","el_7694: 56, el_7611: 19, el_8033: 25",1
"Fe: 57, Cu: 6, Ag: 37","el_7694: 57, el_1377: 6, el_3063: 37",0
"Fe: 57, Ni: 19, B: 24","el_7694: 57, el_7611: 19, el_8033: 24",1
"Fe: 57, Ni: 25, B: 18","el_7694: 57, el_7611: 25, el_8033: 18",1
"Fe: 58.5, Ni: 20, B: 21.5","el_7694: 58.5, el_7611: 20, el_8033: 21.5",1
"Fe: 58, Co: 25, B: 17","el_7694: 58, el_9394: 25, el_8033: 17",1
"Fe: 59.5, Ni: 20, B: 20.5","el_7694: 59.5, el_7611: 20, el_8033: 20.5",1
"Fe: 59, B: 10, F: 31","el_7694: 59, el_8033: 10, el_6130: 31",0
"Fe: 59, B: 8, F: 33","el_7694: 59, el_8033: 8, el_6130: 33",0
"Fe: 59, Mo: 17, C: 24","el_7694: 59, el_3373: 17, el_2375: 24",1
"Fe: 59, Ni: 25, B: 16","el_7694: 59, el_7611: 25, el_8033: 16",1
"Fe: 5, Co: 3, B: 2","el_7694: 5, el_9394: 3, el_8033: 2",1
"Fe: 5, Cu: 16, Ag: 29","el_7694: 5, el_1377: 16, el_3063: 29",0
"Fe: 5, Ni: 11, P: 4","el_7694: 5, el_7611: 11, el_4874: 4",1
"Fe: 5, Ni: 3, B: 2","el_7694: 5, el_7611: 3, el_8033: 2",1
"Fe: 6.7, Si: 16.5, Pd: 76.8","el_7694: 6.7, el_1995: 16.5, el_8322: 76.8",1
"Fe: 60.1, Ni: 16.9, B: 23","el_7694: 60.1, el_7611: 16.9, el_8033: 23",1
"Fe: 60, B: 7, F: 33","el_7694: 60, el_8033: 7, el_6130: 33",0
"Fe: 61.5, Ni: 22, B: 16.5","el_7694: 61.5, el_7611: 22, el_8033: 16.5",1
"Fe: 61, B: 39","el_7694: 61, el_8033: 39",1
"Fe: 61, Co: 22, B: 17","el_7694: 61, el_9394: 22, el_8033: 17",1
"Fe: 61, Ni: 20, B: 19","el_7694: 61, el_7611: 20, el_8033: 19",1
"Fe: 61, Ni: 25, B: 14","el_7694: 61, el_7611: 25, el_8033: 14",1
"Fe: 63, B: 37","el_7694: 63, el_8033: 37",1
"Fe: 63, Cu: 20, Ag: 17","el_7694: 63, el_1377: 20, el_3063: 17",0
"Fe: 63, Mo: 17, C: 20","el_7694: 63, el_3373: 17, el_2375: 20",1
"Fe: 63, Ni: 20, B: 17","el_7694: 63, el_7611: 20, el_8033: 17",1
"Fe: 63, Ni: 25, B: 12","el_7694: 63, el_7611: 25, el_8033: 12",0
"Fe: 64, B: 29, N: 7","el_7694: 64, el_8033: 29, el_4922: 7",1
"Fe: 64, Co: 19, B: 17","el_7694: 64, el_9394: 19, el_8033: 17",1
"Fe: 65, B: 17.5, F: 17.5","el_7694: 65, el_8033: 17.5, el_6130: 17.5",1
"Fe: 65, B: 22.5, F: 12.5","el_7694: 65, el_8033: 22.5, el_6130: 12.5",1
"Fe: 65, B: 31.5, F: 3.5","el_7694: 65, el_8033: 31.5, el_6130: 3.5",1
"Fe: 65, Si: 12.5, C: 22.5","el_7694: 65, el_1995: 12.5, el_2375: 22.5",1
"Fe: 65, Si: 17.5, C: 17.5","el_7694: 65, el_1995: 17.5, el_2375: 17.5",1
"Fe: 65, Si: 22.5, C: 12.5","el_7694: 65, el_1995: 22.5, el_2375: 12.5",1
"Fe: 66.4, Ni: 16.6, B: 17","el_7694: 66.4, el_7611: 16.6, el_8033: 17",1
"Fe: 66.5, Co: 16.5, B: 17","el_7694: 66.5, el_9394: 16.5, el_8033: 17",1
"Fe: 67, Cu: 15, B: 18","el_7694: 67, el_1377: 15, el_8033: 18",0
"Fe: 67, Ni: 15, B: 18","el_7694: 67, el_7611: 15, el_8033: 18",1
"Fe: 67.5, Si: 10, B: 22.5","el_7694: 67.5, el_1995: 10, el_8033: 22.5",1
"Fe: 67.5, Si: 12.5, B: 20","el_7694: 67.5, el_1995: 12.5, el_8033: 20",1
"Fe: 67.5, Si: 15, B: 17.5","el_7694: 67.5, el_1995: 15, el_8033: 17.5",1
"Fe: 67.5, Si: 17.5, B: 15","el_7694: 67.5, el_1995: 17.5, el_8033: 15",1
"Fe: 67, Cu: 10, Ag: 23","el_7694: 67, el_1377: 10, el_3063: 23",0
"Fe: 67, Mo: 17, C: 16","el_7694: 67, el_3373: 17, el_2375: 16",1
"Fe: 67, Ni: 25, B: 8","el_7694: 67, el_7611: 25, el_8033: 8",0
"Fe: 67, Si: 13, B: 20","el_7694: 67, el_1995: 13, el_8033: 20",1
"Fe: 69, B: 16, Mo: 15","el_7694: 69, el_8033: 16, el_3373: 15",1
"Fe: 69, Cu: 15, B: 16","el_7694: 69, el_1377: 15, el_8033: 16",0
"Fe: 69, Ni: 15, B: 16","el_7694: 69, el_7611: 15, el_8033: 16",1
"Fe: 69, Ni: 25, B: 6","el_7694: 69, el_7611: 25, el_8033: 6",0
"Fe: 69, Si: 7, B: 24","el_7694: 69, el_1995: 7, el_8033: 24",1
"Fe: 6, B: 9, Mo: 85","el_7694: 6, el_8033: 9, el_3373: 85",1
"Fe: 6, B: 9, W: 85","el_7694: 6, el_8033: 9, el_7486: 85",1
"Fe: 6, Co: 77, B: 17","el_7694: 6, el_9394: 77, el_8033: 17",1
"Fe: 6, Co: 85, B: 9","el_7694: 6, el_9394: 85, el_8033: 9",1
"Fe: 6, Cu: 19","el_7694: 6, el_1377: 19",0
"Fe: 6, Ni: 85, B: 9","el_7694: 6, el_7611: 85, el_8033: 9",1
"Fe: 70, Si: 9, B: 21","el_7694: 70, el_1995: 9, el_8033: 21",1
"Fe: 70, Si: 12.5, B: 17.5","el_7694: 70, el_1995: 12.5, el_8033: 17.5",1
"Fe: 70, Si: 12.5, C: 17.5","el_7694: 70, el_1995: 12.5, el_2375: 17.5",1
"Fe: 70, Si: 13, B: 17","el_7694: 70, el_1995: 13, el_8033: 17",1
"Fe: 70, Si: 17.5, B: 12.5","el_7694: 70, el_1995: 17.5, el_8033: 12.5",1
"Fe: 70, Si: 17.5, C: 12.5","el_7694: 70, el_1995: 17.5, el_2375: 12.5",1
"Fe: 70, Si: 7.5, B: 22.5","el_7694: 70, el_1995: 7.5, el_8033: 22.5",1
"Fe: 71.5, Co: 11.5, B: 17","el_7694: 71.5, el_9394: 11.5, el_8033: 17",1
"Fe: 71, B: 14, Mo: 15","el_7694: 71, el_8033: 14, el_3373: 15",1
"Fe: 71, B: 29","el_7694: 71, el_8033: 29",1
"Fe: 71, Cu: 15, B: 14","el_7694: 71, el_1377: 15, el_8033: 14",0
"Fe: 71, Mo: 17, C: 12","el_7694: 71, el_3373: 17, el_2375: 12",1
"Fe: 71, Ni: 15, B: 14","el_7694: 71, el_7611: 15, el_8033: 14",1
"Fe: 71, Ni: 25, B: 4","el_7694: 71, el_7611: 25, el_8033: 4",0
"Fe: 71, Si: 7, B: 22","el_7694: 71, el_1995: 7, el_8033: 22",1
"Fe: 72, Si: 7, B: 21","el_7694: 72, el_1995: 7, el_8033: 21",1
"Fe: 72.5, P: 10, C: 17.5","el_7694: 72.5, el_4874: 10, el_2375: 17.5",1
"Fe: 72.5, P: 12.5, C: 15","el_7694: 72.5, el_4874: 12.5, el_2375: 15",1
"Fe: 72.5, P: 15, C: 12.5","el_7694: 72.5, el_4874: 15, el_2375: 12.5",1
"Fe: 72.5, P: 17.5, C: 10","el_7694: 72.5, el_4874: 17.5, el_2375: 10",1
"Fe: 72.5, P: 20, C: 7.5","el_7694: 72.5, el_4874: 20, el_2375: 7.5",1
"Fe: 72.5, Si: 10, B: 17.5","el_7694: 72.5, el_1995: 10, el_8033: 17.5",1
"Fe: 72.5, Si: 12.5, B: 15","el_7694: 72.5, el_1995: 12.5, el_8033: 15",1
"Fe: 72.5, Si: 15, B: 12.5","el_7694: 72.5, el_1995: 15, el_8033: 12.5",1
"Fe: 72.5, Si: 17.5, B: 10","el_7694: 72.5, el_1995: 17.5, el_8033: 10",1
"Fe: 72.5, Si: 5, B: 22.5","el_7694: 72.5, el_1995: 5, el_8033: 22.5",1
"Fe: 72.5, Si: 7.5, B: 20","el_7694: 72.5, el_1995: 7.5, el_8033: 20",1
"Fe: 72, Si: 13, B: 15","el_7694: 72, el_1995: 13, el_8033: 15",1
"Fe: 73, B: 12, Mo: 15","el_7694: 73, el_8033: 12, el_3373: 15",1
"Fe: 73, Cu: 15, B: 12","el_7694: 73, el_1377: 15, el_8033: 12",0
"Fe: 73, Ni: 15, B: 12","el_7694: 73, el_7611: 15, el_8033: 12",1
"Fe: 73, Si: 3, B: 24","el_7694: 73, el_1995: 3, el_8033: 24",0
"Fe: 73.5, B: 20, W: 6.5","el_7694: 73.5, el_8033: 20, el_7486: 6.5",1
"Fe: 73, B: 20, Mo: 7","el_7694: 73, el_8033: 20, el_3373: 7",1
"Fe: 73, Co: 10, B: 17","el_7694: 73, el_9394: 10, el_8033: 17",1
"Fe: 73, Ni: 10, B: 17","el_7694: 73, el_7611: 10, el_8033: 17",1
